from_station_id,to_station_id,time
236.0,238.0,60.0
237.0,229.0,135.0
237.0,236.0,30.0
238.0,239.0,30.0
238.0,242.0,90.0
239.0,237.0,60.0
239.0,238.0,30.0
240.0,198.0,90.0
240.0,241.0,30.0
241.0,103.0,90.0
241.0,240.0,30.0
242.0,102.0,90.0
242.0,243.0,30.0
243.0,239.0,60.0
243.0,242.0,30.0
244.0,212.0,90.0
244.0,245.0,30.0
245.0,115.0,165.0
245.0,244.0,30.0
246.0,106.0,90.0
246.0,247.0,30.0
247.0,193.0,420.0
247.0,246.0,30.0
248.0,121.0,105.0
249.0,159.0,75.0
250.0,160.0,75.0
251.0,161.0,105.0
