37,80,1,54000
37,22,1,54000
37,61,1,54000
37,34,1,54060
37,50,1,54120
37,12,1,54120
37,41,1,54120
37,24,1,54180
37,5,1,54180
37,4,1,54180
37,73,1,54240
37,31,2,54240
37,15,1,54240
37,24,1,54300
37,31,4,54300
37,15,2,54300
37,73,1,54360
37,24,2,54360
37,19,2,54360
37,61,1,54420
37,15,1,54420
37,23,1,54480
37,195,1,54480
37,45,1,54480
37,22,1,54540
37,24,1,54540
37,34,1,54540
37,4,1,54540
37,36,1,54600
37,181,1,54600
37,68,1,54600
37,61,1,54600
37,78,1,54660
37,48,2,54660
37,3,1,54660
37,23,2,54720
37,48,1,54720
37,22,2,54720
37,4,1,54780
37,28,1,54780
37,16,1,54780
37,48,2,54780
37,61,1,54840
37,4,1,54840
37,15,1,54840
37,36,1,54840
37,23,1,54840
37,50,2,54900
37,209,2,54900
37,15,1,54960
37,197,1,54960
37,31,1,55020
37,61,1,55020
37,68,1,55080
37,78,1,55140
37,48,1,55140
37,60,1,55140
37,4,2,55200
37,61,1,55260
37,19,4,55260
37,42,1,55320
37,52,1,55320
37,15,6,55320
37,80,3,55440
37,52,1,55440
37,51,1,55440
37,4,1,55440
37,36,1,55500
37,41,1,55560
37,76,1,55560
37,24,1,55560
37,32,1,55620
37,76,2,55620
37,4,1,55620
37,67,1,55680
37,80,1,55740
37,41,1,55740
37,41,1,55800
37,61,1,55800
37,36,1,55860
37,3,1,55860
37,20,1,55920
37,61,1,55920
37,4,2,55920
37,105,1,55920
37,3,1,55920
37,36,1,55920
37,153,1,55920
37,24,1,55920
37,80,1,55980
37,79,1,55980
37,52,1,55980
37,36,1,55980
37,52,4,56040
37,24,1,56100
37,85,1,56100
37,15,1,56160
37,48,2,56160
37,22,1,56160
37,36,1,56220
37,50,1,56220
37,48,1,56220
37,4,1,56220
37,138,1,56220
37,24,1,56220
37,79,1,56280
37,34,1,56280
37,0,1,56340
37,34,1,56340
37,23,2,56340
37,226,1,56340
37,1,1,56400
37,23,1,56400
37,42,1,56400
37,80,1,56460
37,19,1,56460
37,65,1,56520
37,94,2,56520
37,15,1,56580
37,50,1,56580
37,16,1,56580
37,73,1,56580
37,20,4,56640
37,12,1,56640
37,3,1,56640
37,61,1,56700
37,23,1,56700
37,3,1,56760
37,207,1,56760
37,48,1,56760
37,36,1,56760
37,65,1,56880
37,61,1,56880
37,23,1,56940
37,28,1,56940
37,60,1,56940
37,76,1,57000
37,23,2,57000
37,90,1,57000
37,19,1,57000
37,3,1,57000
37,0,1,57000
37,15,1,57060
37,3,1,57060
37,211,1,57060
37,86,1,57060
37,42,1,57060
37,24,2,57120
37,19,1,57120
37,27,1,57120
37,22,1,57120
